,Sentences,Negativity
397,i was hurt that he actually thought i needed his or anyone elses help it made me feel like i was being petty and i know im not,1
398,i feel angry ashamed and sad,1
399,i was feeling the urge to yell out you greedy teabag licking potato bottom,1
400,im feeling socially awkward and counter cultural and freakish and am trying not to eat piles and buckets of food that will do me no good whatsoever please help me stay connected to the only one that can get me through my little crisis,1
401,i love old urban stuff to paint and often feel that it is my job to make the ugly look beautiful with paint,1
402,i feel a stranger and afraid in a world i never made,1
403,i am sort of like feeling satisfied with it as from the efforts that i have put on the results was much more better than ive expected,0
404,i choose to feel calm and to think more clearly,0
405,i wanna feel the passion so give me all you got share my sweet groove the whole night through let me lay my beat on you let s keep this good thing going movin in time with something good,0
406,i feel submissive days of the week but occasionally i get really really submissive feelings,1
407,we went to visit my mother at the residence she was crying and said that she was about to die i believed all her complaints and continously thought of the possibility of loosing her,1
408,i am feeling very blessed during this thanksgiving break because of the opportunities i have had to catch up with friends and family,0
409,i love a lot of other things too but ill write all that stuff down when im feeling clever and witty enough,0
410,i do feel blessed and lucky that i got to really fill this character out and really bring her to life green said,0
411,i look forward to in the morning and if i cant find the time to paint for a couple of days i start feeling very grumpy,1
412,i was feeling incredibly ungrateful and embarrassed for how much i take advantage of in my life,1
413,i started feeling numb relief,1
414,i finished ill be breaking out of that shell and exploring a new world where my old man syndrome will feel welcomed by all the other men with old man syndrome,0
415,i picked a few with grey undertones and others with purple undertones thinking that they would have a softer feel but im also really loving the crispness of the pure navy,0
