,Sentences,Negativity
568,i'm not gonna be able to do my gnw spamming this week but i will start afresh next week,1
569,anyone know saynow number i had it and but they got erased along with,1
570,want to finish this assignment but when i do i'll just have to start another one,1
571,a big welcome to my newest follower and my thanks to each of you,0
572,have to get three gardasil jab all over again in other news got a hd for an essay i'm an expert on korean business ask me anything,1
573,fuck sometimes i hate my height hit my head in the bus again ow,1
574,and just made my day luvv deemmm haha,0
575,i have a request play structure of a heart tonite please,0
576,made it to wrk hopefully it go by quick,1
577,is going to do work experience on shooting star,0
578,finally home from practice she blasted her head so hard on my knee i have a bruise poor thing,1
579,it's almost may june is right around the corner,0
580,too many shot in my mouth this morning four is too much too handle once the numbness go away,1
581,you mean you're not a celeb only followed you thinking you were related to gordon silly me,0
582,yeah but only co he ha toooooo pmsl and he doesnt like you lol xx,0
583,it damn hot in our classroom,1
584,thanks but im not sure im comfortable with such a sudden surge will be difficult to keep in touch with every,0
585,good luck wish i could be there,1
586,special eddie pout is bloody fantastic enjoyed it very much thanks,0
587,thanks yeah i wa watching it a bit earlier but my heart wasn't really in it shocking i know,0
588,getting ready to go to work doctor appointment later,1
589,off to final number eins and two today is my last german class ever,0
590,headache again,1
591,where are you it's fucking cold where i am tooooo,1
592,is really under dressed i'm still in my playhouse clothes,1
593,they also removed the family photo amp story from the menu i loved that part still way better than knoxville italian,1
594,hmmm paid vip for last cruise even stayed door down from your room amp u wouldn't take a frickin picture with me,1
595,i still have the bone that's kinda morbid but i keep stuff like that,0
596,oh poker pocket ace over king and an ace and only one dollar outta it,1
597,maybe tomorrow hahaha i miss youuuu you have a cam ohhh yer laptop,0
598,oh man you hardass x,0
599,lazy day can't wait for maneater tonight the book wa awesome,0
600,burnley score a penalty pne a long way to go,1
601,yesterday wa my happiest day ever,0
602,just woke up hour off sleep tonight fuck the beat up north,0
603,my follower are dropping like fly what'd i do,1
604,i dont want them to leave,1
605,oh noooes co of lodging with family i try to avoid getting one after pm prob just a well,0
606,let's say selena's struggling for air miley's still enjoying the sun demi's trying to ride on and taylor's writing a song about them,0
607,who want there photo taken today and i mean b the beautiful sun fade away any taker holla asap im am so freakin bored,0
608,we're in the wrong terminal,1
609,i love love actually,0
610,yea do it or go honey blond like me,0
611,iphone g and n launching in australia on the same day feel the marketing hype kicking into overdrive for the next week,0
612,at college what a nice sunny day,0
613,wow i never thought i would have follower thanks,0
614,i would have to agree with you on that,0
615,i did too it's so sad feel like nathan ha gone forever now,1
616,ha just returned from the wood beautiful day but very difficult to do take picture without lovely gorilla pod,1
617,i have no friend on twitter,1
618,very cruella deville of you,0
619,huhu i didn't see,1
620,so much to do so little time aweschum weekend,0
621,my better half is tending to the balcony jungle she's planting herb,0
622,i luv buying children's bk well all bk really it an obsession good think it part of my daily job to buy read them,0
623,yea john's turn to drive,0
624,new tv show quot sit down shut up quot not funny,1
625,good morning rita do you still have have witch in sussex,0
626,very excited the new album it will be a stone winner another classic hope all is stellar mariah,0
627,that's good how are you feeling,0
628,working til on this nice day,1
629,yes that s fine,0
630,to change the projection is easy but to justify the difference to many people is the one that really exhausting arghhh,1
631,csb again tom,0
632,shut up,1
633,i'm based in the netherlands but still on my bucket list is a trip to the uk london i think otherwise of the photogenic part,0
634,just wanted to send my love and wish you all the luck in the world,0
635,i want cocktail hahahaa i miss it too this is pish,1
636,i wish you luck hug you can do it,0
637,ouh man i'm ill just feeling so bad with a damn cold listening to diva by beyonce nanana diva is a female version of a hustla,1
638,why is it that even when i get woken up early i'm still not in time for macdonalds breakfast,1
639,ha work in a hour,1
640,not making much trying to make people laugh is a hard job to do and i am very good at it but mean amp out there mean,1
641,going bowling with ryan kates lol i miss him so much,1
642,off to red robin for council bonding i'm sad i didn't get to sign mary ann's yearbook doubling up on the tumblr,1
643,now i'm just waiting around for my brother's graduation to start these are always so long after grad lunch party though should be nice,1
644,i took some picture of chessie moore for her site www chessieland com today they turned out good i need to get her some milf gilf work,0
645,now i'm just kind of let down oh wel,1
646,crash but quite obviously i'm still awake gonna study history later day more to term are you feeling better now tho,0
647,tea is just plain good for you white green oolong and black all the same plant you know,0
648,it is the last night in indy again again i wish i wasnt leaving want to stay here with pg sissy and meet my nephew and just b,1
649,maria where have u been lately missing your post on the forum huni,1
650,oh no it's school morrow,1
651,yeah just go to the county where you live we got out license in multnomah and got married at the coast,0
652,what's not funny is that sean made a comment about the bronx and didn't even include an,1
653,my name is ashley,0
654,i miss vermont,1
655,i wish i had bought one when i wa there i miss my caramel scented candle and my apartment smelling of sweet cupcake,1
656,yup stil at work,1
657,well i know it's not me maybe in about year,1
658,ha uploaded a pretty pretty decent pic,0
659,men are always a nice attraction,0
660,is reading angel and demon trying to finish so i can watch the movie,0
661,i have a bit if a sunburn,1
662,i hate that feeling so much,1
663,got do history project,1
664,yeah i like pink too lol im having allergic itch right now how r u,1
665,i like this icon your eye are awesome in it,0
666,quot there's a stick thats gonna kill me quot emily,0
667,the internert isn't working all even on hotle comp fuck i'm sorry wirless is down we talk on here if u want,1
668,ah but that's ok you see a it is quot to stop da terrorist quot and anything that claim to be for that is acceptable,1
669,good afternoon nice quote gotta agree,0
670,lol seems someone put the bull eye on your back ushikwapo shikamana,0
671,i would if i had it ryan,1
672,from the frig but im sure i could have just went and told you that in person lol,0
673,mosquito must like the taste of my blood outside for two second and already four bite,1
